Estado,Year,tipo_energia,geracao
Rio G. do Norte,2017,Óleo Diesel,49
Paraíba,2017,Óleo Diesel,16
Pernambuco,2017,Óleo Diesel,138
Alagoas,2017,Óleo Diesel,0
Sergipe,2017,Óleo Diesel,5
Bahia,2017,Óleo Diesel,10
Minas Gerais,2017,Óleo Diesel,28
Espírito Santo,2017,Óleo Diesel,277
Rio de Janeiro,2017,Óleo Diesel,965
São Paulo,2017,Óleo Diesel,300
Paraná,2017,Óleo Diesel,19
Santa Catarina,2017,Óleo Diesel,19
Rio G. do Sul,2017,Óleo Diesel,167
Mato G. do Sul,2017,Óleo Diesel,1
Mato Grosso,2017,Óleo Diesel,25
Goiás,2017,Óleo Diesel,16
Distrito Federal,2017,Óleo Diesel,2
BRASIL,2017,Óleo Diesel,"5,443"
BRASIL,2016,Óleo Diesel,"5,443"
Rondônia,2016,Óleo Diesel,606
Acre,2016,Óleo Diesel,221
Amazonas,2016,Óleo Diesel,"1,995"
Roraima,2016,Óleo Diesel,144
Pará,2016,Óleo Diesel,445
Amapá,2016,Óleo Diesel,60
Tocantins,2016,Óleo Diesel,0
Maranhão,2016,Óleo Diesel,10
Piauí,2016,Óleo Diesel,1
Ceará,2016,Óleo Diesel,11
Rio G. do Norte,2016,Óleo Diesel,69
Paraíba,2016,Óleo Diesel,12
Pernambuco,2016,Óleo Diesel,148
Alagoas,2016,Óleo Diesel,0
Sergipe,2016,Óleo Diesel,5
Bahia,2016,Óleo Diesel,10
Minas Gerais,2016,Óleo Diesel,33
Espírito Santo,2016,Óleo Diesel,276
Rio de Janeiro,2016,Óleo Diesel,962
São Paulo,2016,Óleo Diesel,300
Paraná,2016,Óleo Diesel,20
Santa Catarina,2016,Óleo Diesel,20
Rio G. do Sul,2016,Óleo Diesel,55
Mato G. do Sul,2016,Óleo Diesel,1
Mato Grosso,2016,Óleo Diesel,26
Goiás,2016,Óleo Diesel,11
Distrito Federal,2016,Óleo Diesel,2
BRASIL,2016,Óleo Diesel,"10,427"
BRASIL,2015,Óleo Diesel,"10,427"
Rondônia,2015,Óleo Diesel,"1,890"
Acre,2015,Óleo Diesel,260
Amazonas,2015,Óleo Diesel,"2,580"
Roraima,2015,Óleo Diesel,139
Pará,2015,Óleo Diesel,435
Amapá,2015,Óleo Diesel,396
Tocantins,2015,Óleo Diesel,0
Maranhão,2015,Óleo Diesel,1
Piauí,2015,Óleo Diesel,15
Ceará,2015,Óleo Diesel,50
Rio G. do Norte,2015,Óleo Diesel,409
Paraíba,2015,Óleo Diesel,1
Pernambuco,2015,Óleo Diesel,830
Alagoas,2015,Óleo Diesel,0
Sergipe,2015,Óleo Diesel,5
Bahia,2015,Óleo Diesel,167
Minas Gerais,2015,Óleo Diesel,29
Espírito Santo,2015,Óleo Diesel,273
Rio de Janeiro,2015,Óleo Diesel,835
São Paulo,2015,Óleo Diesel,340
Paraná,2015,Óleo Diesel,20
Santa Catarina,2015,Óleo Diesel,36
Rio G. do Sul,2015,Óleo Diesel,604
Mato G. do Sul,2015,Óleo Diesel,1
Mato Grosso,2015,Óleo Diesel,58
Goiás,2015,Óleo Diesel,"1,051"
Distrito Federal,2015,Óleo Diesel,2
BRASIL,2015,Óleo Diesel,"13,412"
BRASIL,2014,Óleo Diesel,"13,412"
Rondônia,2014,Óleo Diesel,"2,072"
Acre,2014,Óleo Diesel,243
Amazonas,2014,Óleo Diesel,"2,583"
Roraima,2014,Óleo Diesel,204
Pará,2014,Óleo Diesel,494
Amapá,2014,Óleo Diesel,"1,197"
Tocantins,2014,Óleo Diesel,1
Maranhão,2014,Óleo Diesel,1
Piauí,2014,Óleo Diesel,98
Ceará,2014,Óleo Diesel,217
Rio G. do Norte,2014,Óleo Diesel,426
Paraíba,2014,Óleo Diesel,5
Pernambuco,2014,Óleo Diesel,"1,195"
Alagoas,2014,Óleo Diesel,1
Sergipe,2014,Óleo Diesel,9
Bahia,2014,Óleo Diesel,493
Minas Gerais,2014,Óleo Diesel,40
Espírito Santo,2014,Óleo Diesel,246
Rio de Janeiro,2014,Óleo Diesel,789
São Paulo,2014,Óleo Diesel,240
Paraná,2014,Óleo Diesel,22
Santa Catarina,2014,Óleo Diesel,20
Rio G. do Sul,2014,Óleo Diesel,"1,135"
Mato G. do Sul,2014,Óleo Diesel,1
Mato Grosso,2014,Óleo Diesel,60
Goiás,2014,Óleo Diesel,"1,618"
Distrito Federal,2014,Óleo Diesel,3
BRASIL,2014,Óleo Diesel,"10,978"
BRASIL,2013,Óleo Diesel,"10,978"
Rondônia,2013,Óleo Diesel,"1,231"
Acre,2013,Óleo Diesel,226
Amazonas,2013,Óleo Diesel,"3,157"
Roraima,2013,Óleo Diesel,126
Pará,2013,Óleo Diesel,502
Amapá,2013,Óleo Diesel,"1,221"
Tocantins,2013,Óleo Diesel,1
Maranhão,2013,Óleo Diesel,1
Piauí,2013,Óleo Diesel,109
Ceará,2013,Óleo Diesel,298
Rio G. do Norte,2013,Óleo Diesel,248
Paraíba,2013,Óleo Diesel,1
Pernambuco,2013,Óleo Diesel,546
Alagoas,2013,Óleo Diesel,0
Sergipe,2013,Óleo Diesel,9
Bahia,2013,Óleo Diesel,265
Minas Gerais,2013,Óleo Diesel,37
Espírito Santo,2013,Óleo Diesel,92
Rio de Janeiro,2013,Óleo Diesel,"1,145"
São Paulo,2013,Óleo Diesel,138
Paraná,2013,Óleo Diesel,9
Santa Catarina,2013,Óleo Diesel,23
Rio G. do Sul,2013,Óleo Diesel,656
Mato G. do Sul,2013,Óleo Diesel,1
Mato Grosso,2013,Óleo Diesel,51
Goiás,2013,Óleo Diesel,882
Distrito Federal,2013,Óleo Diesel,3
BRASIL,2013,Óleo Diesel,"10,471"
BRASIL,2012,Óleo Diesel,"10,471"
Rondônia,2012,Óleo Diesel,"1,676"
Acre,2012,Óleo Diesel,371
Amazonas,2012,Óleo Diesel,"3,232"
Roraima,2012,Óleo Diesel,84
Pará,2012,Óleo Diesel,452
Amapá,2012,Óleo Diesel,"1,308"
Tocantins,2012,Óleo Diesel,0
Maranhão,2012,Óleo Diesel,6
Piauí,2012,Óleo Diesel,53
Ceará,2012,Óleo Diesel,133
Rio G. do Norte,2012,Óleo Diesel,175
Paraíba,2012,Óleo Diesel,3
Pernambuco,2012,Óleo Diesel,375
Alagoas,2012,Óleo Diesel,4
Sergipe,2012,Óleo Diesel,10
Bahia,2012,Óleo Diesel,119
Minas Gerais,2012,Óleo Diesel,57
Espírito Santo,2012,Óleo Diesel,98
Rio de Janeiro,2012,Óleo Diesel,987
São Paulo,2012,Óleo Diesel,189
Paraná,2012,Óleo Diesel,29
Santa Catarina,2012,Óleo Diesel,45
Rio G. do Sul,2012,Óleo Diesel,396
Mato G. do Sul,2012,Óleo Diesel,6
Mato Grosso,2012,Óleo Diesel,23
Goiás,2012,Óleo Diesel,639
Distrito Federal,2012,Óleo Diesel,2
BRASIL,2012,Óleo Diesel,"8,970"
BRASIL,2011,Óleo Diesel,"8,970"
Rondônia,2011,Óleo Diesel,"2,297"
Acre,2011,Óleo Diesel,196
Amazonas,2011,Óleo Diesel,"3,173"
Roraima,2011,Óleo Diesel,90
Pará,2011,Óleo Diesel,462
Amapá,2011,Óleo Diesel,"1,008"
Tocantins,2011,Óleo Diesel,0
Maranhão,2011,Óleo Diesel,7
Piauí,2011,Óleo Diesel,0
Ceará,2011,Óleo Diesel,8
Rio G. do Norte,2011,Óleo Diesel,9
Paraíba,2011,Óleo Diesel,3
Pernambuco,2011,Óleo Diesel,26
Alagoas,2011,Óleo Diesel,4
Sergipe,2011,Óleo Diesel,10
Bahia,2011,Óleo Diesel,125
Minas Gerais,2011,Óleo Diesel,62
Espírito Santo,2011,Óleo Diesel,100
Rio de Janeiro,2011,Óleo Diesel,968
São Paulo,2011,Óleo Diesel,203
Paraná,2011,Óleo Diesel,32
Santa Catarina,2011,Óleo Diesel,44
Rio G. do Sul,2011,Óleo Diesel,55
Mato G. do Sul,2011,Óleo Diesel,6
Mato Grosso,2011,Óleo Diesel,25
Goiás,2011,Óleo Diesel,54
Distrito Federal,2011,Óleo Diesel,2
BRASIL,2023,Outras Não Renováveis,"9,057"
Rondônia,2023,Outras Não Renováveis,0
Acre,2023,Outras Não Renováveis,0
Amazonas,2023,Outras Não Renováveis,20
Roraima,2023,Outras Não Renováveis,0
Pará,2023,Outras Não Renováveis,89
Amapá,2023,Outras Não Renováveis,0
Tocantins,2023,Outras Não Renováveis,0
Maranhão,2023,Outras Não Renováveis,31
Piauí,2023,Outras Não Renováveis,0
Ceará,2023,Outras Não Renováveis,53
Rio G. do Norte,2023,Outras Não Renováveis,0
Paraíba,2023,Outras Não Renováveis,0
Pernambuco,2023,Outras Não Renováveis,273
Alagoas,2023,Outras Não Renováveis,0
Sergipe,2023,Outras Não Renováveis,0
Bahia,2023,Outras Não Renováveis,851
Minas Gerais,2023,Outras Não Renováveis,917
Espírito Santo,2023,Outras Não Renováveis,"1,707"
Rio de Janeiro,2023,Outras Não Renováveis,"2,843"
São Paulo,2023,Outras Não Renováveis,"1,269"
Paraná,2023,Outras Não Renováveis,218
Santa Catarina,2023,Outras Não Renováveis,0
Rio G. do Sul,2023,Outras Não Renováveis,698
Mato G. do Sul,2023,Outras Não Renováveis,0
Mato Grosso,2023,Outras Não Renováveis,0
Goiás,2023,Outras Não Renováveis,87
Distrito Federal,2023,Outras Não Renováveis,0
BRASIL,2023,Outras Não Renováveis,"9,796"
BRASIL,2022,Outras Não Renováveis,"9,796"
Rondônia,2022,Outras Não Renováveis,0
Acre,2022,Outras Não Renováveis,0
Amazonas,2022,Outras Não Renováveis,22
Roraima,2022,Outras Não Renováveis,0
Pará,2022,Outras Não Renováveis,0
Amapá,2022,Outras Não Renováveis,0
Tocantins,2022,Outras Não Renováveis,0
Maranhão,2022,Outras Não Renováveis,36
Piauí,2022,Outras Não Renováveis,0
Ceará,2022,Outras Não Renováveis,91
Rio G. do Norte,2022,Outras Não Renováveis,0
Paraíba,2022,Outras Não Renováveis,0
Pernambuco,2022,Outras Não Renováveis,7
Alagoas,2022,Outras Não Renováveis,0
Sergipe,2022,Outras Não Renováveis,0
Bahia,2022,Outras Não Renováveis,738
Minas Gerais,2022,Outras Não Renováveis,994
Espírito Santo,2022,Outras Não Renováveis,"1,704"
Rio de Janeiro,2022,Outras Não Renováveis,"4,239"
São Paulo,2022,Outras Não Renováveis,"1,055"
Paraná,2022,Outras Não Renováveis,234
Santa Catarina,2022,Outras Não Renováveis,0
Rio G. do Sul,2022,Outras Não Renováveis,588
Mato G. do Sul,2022,Outras Não Renováveis,0
Mato Grosso,2022,Outras Não Renováveis,0
Goiás,2022,Outras Não Renováveis,89
Distrito Federal,2022,Outras Não Renováveis,0
BRASIL,2022,Outras Não Renováveis,"10,173"
BRASIL,2021,Outras Não Renováveis,"10,173"
Rondônia,2021,Outras Não Renováveis,0
Acre,2021,Outras Não Renováveis,0
Amazonas,2021,Outras Não Renováveis,20
Roraima,2021,Outras Não Renováveis,0
Pará,2021,Outras Não Renováveis,0
Amapá,2021,Outras Não Renováveis,0
Tocantins,2021,Outras Não Renováveis,0
Maranhão,2021,Outras Não Renováveis,36
Piauí,2021,Outras Não Renováveis,0
Ceará,2021,Outras Não Renováveis,151
Rio G. do Norte,2021,Outras Não Renováveis,0
Paraíba,2021,Outras Não Renováveis,0
Pernambuco,2021,Outras Não Renováveis,47
Alagoas,2021,Outras Não Renováveis,0
Sergipe,2021,Outras Não Renováveis,0
Bahia,2021,Outras Não Renováveis,703
Minas Gerais,2021,Outras Não Renováveis,"1,137"
Espírito Santo,2021,Outras Não Renováveis,"1,831"
Rio de Janeiro,2021,Outras Não Renováveis,"4,330"
São Paulo,2021,Outras Não Renováveis,"1,135"
Paraná,2021,Outras Não Renováveis,190
Santa Catarina,2021,Outras Não Renováveis,0
Rio G. do Sul,2021,Outras Não Renováveis,547
Mato G. do Sul,2021,Outras Não Renováveis,0
Mato Grosso,2021,Outras Não Renováveis,0
Goiás,2021,Outras Não Renováveis,46
Distrito Federal,2021,Outras Não Renováveis,0
BRASIL,2021,Outras Não Renováveis,"9,379"
BRASIL,2020,Outras Não Renováveis,"9,379"
Rondônia,2020,Outras Não Renováveis,0
Acre,2020,Outras Não Renováveis,0
Amazonas,2020,Outras Não Renováveis,17
Roraima,2020,Outras Não Renováveis,0
Pará,2020,Outras Não Renováveis,69
Amapá,2020,Outras Não Renováveis,0
Tocantins,2020,Outras Não Renováveis,0
Maranhão,2020,Outras Não Renováveis,24
Piauí,2020,Outras Não Renováveis,0
Ceará,2020,Outras Não Renováveis,174
Rio G. do Norte,2020,Outras Não Renováveis,0
Paraíba,2020,Outras Não Renováveis,0
Pernambuco,2020,Outras Não Renováveis,47
Alagoas,2020,Outras Não Renováveis,0
Sergipe,2020,Outras Não Renováveis,0
Bahia,2020,Outras Não Renováveis,515
Minas Gerais,2020,Outras Não Renováveis,954
Espírito Santo,2020,Outras Não Renováveis,"1,479"
Rio de Janeiro,2020,Outras Não Renováveis,"4,201"
São Paulo,2020,Outras Não Renováveis,"1,094"
Paraná,2020,Outras Não Renováveis,169
Santa Catarina,2020,Outras Não Renováveis,0
Rio G. do Sul,2020,Outras Não Renováveis,587
Mato G. do Sul,2020,Outras Não Renováveis,0
Mato Grosso,2020,Outras Não Renováveis,0
Goiás,2020,Outras Não Renováveis,46
Distrito Federal,2020,Outras Não Renováveis,0
BRASIL,2020,Outras Não Renováveis,"10,338"
BRASIL,2019,Outras Não Renováveis,"10,338"
Rondônia,2019,Outras Não Renováveis,0
Acre,2019,Outras Não Renováveis,0
Amazonas,2019,Outras Não Renováveis,17
Roraima,2019,Outras Não Renováveis,0
Pará,2019,Outras Não Renováveis,73
Amapá,2019,Outras Não Renováveis,0
Tocantins,2019,Outras Não Renováveis,0
Maranhão,2019,Outras Não Renováveis,25
Piauí,2019,Outras Não Renováveis,0
Ceará,2019,Outras Não Renováveis,193
Rio G. do Norte,2019,Outras Não Renováveis,0
Paraíba,2019,Outras Não Renováveis,0
Pernambuco,2019,Outras Não Renováveis,184
Alagoas,2019,Outras Não Renováveis,0
Sergipe,2019,Outras Não Renováveis,0
Bahia,2019,Outras Não Renováveis,631
Minas Gerais,2019,Outras Não Renováveis,"1,058"
Espírito Santo,2019,Outras Não Renováveis,"1,589"
Rio de Janeiro,2019,Outras Não Renováveis,"4,435"
São Paulo,2019,Outras Não Renováveis,"1,324"
Paraná,2019,Outras Não Renováveis,176
Santa Catarina,2019,Outras Não Renováveis,0
Rio G. do Sul,2019,Outras Não Renováveis,571
Mato G. do Sul,2019,Outras Não Renováveis,0
Mato Grosso,2019,Outras Não Renováveis,0
Goiás,2019,Outras Não Renováveis,62
Distrito Federal,2019,Outras Não Renováveis,0
BRASIL,2019,Outras Não Renováveis,"10,412"
BRASIL,2018,Outras Não Renováveis,"10,412"
Rondônia,2018,Outras Não Renováveis,0
Acre,2018,Outras Não Renováveis,0
Amazonas,2018,Outras Não Renováveis,17
Roraima,2018,Outras Não Renováveis,0
Pará,2018,Outras Não Renováveis,80
Amapá,2018,Outras Não Renováveis,0
Tocantins,2018,Outras Não Renováveis,0
Maranhão,2018,Outras Não Renováveis,28
Piauí,2018,Outras Não Renováveis,0
Ceará,2018,Outras Não Renováveis,168
Rio G. do Norte,2018,Outras Não Renováveis,0
Paraíba,2018,Outras Não Renováveis,0
Pernambuco,2018,Outras Não Renováveis,98
Alagoas,2018,Outras Não Renováveis,0
Sergipe,2018,Outras Não Renováveis,0
Bahia,2018,Outras Não Renováveis,650
Minas Gerais,2018,Outras Não Renováveis,"1,202"
Espírito Santo,2018,Outras Não Renováveis,"1,549"
Rio de Janeiro,2018,Outras Não Renováveis,"4,517"
São Paulo,2018,Outras Não Renováveis,"1,336"
Paraná,2018,Outras Não Renováveis,189
Santa Catarina,2018,Outras Não Renováveis,0
Rio G. do Sul,2018,Outras Não Renováveis,513
Mato G. do Sul,2018,Outras Não Renováveis,0
Mato Grosso,2018,Outras Não Renováveis,0
Goiás,2018,Outras Não Renováveis,65
Distrito Federal,2018,Outras Não Renováveis,0
BRASIL,2018,Outras Não Renováveis,"10,474"
BRASIL,2017,Outras Não Renováveis,"10,474"
Rondônia,2017,Outras Não Renováveis,0
Acre,2017,Outras Não Renováveis,0
Amazonas,2017,Outras Não Renováveis,18
Roraima,2017,Outras Não Renováveis,0
Pará,2017,Outras Não Renováveis,80
Amapá,2017,Outras Não Renováveis,0
Tocantins,2017,Outras Não Renováveis,0
Maranhão,2017,Outras Não Renováveis,28
Piauí,2017,Outras Não Renováveis,0
Ceará,2017,Outras Não Renováveis,10
Rio G. do Norte,2017,Outras Não Renováveis,0
Paraíba,2017,Outras Não Renováveis,0
Pernambuco,2017,Outras Não Renováveis,59
Alagoas,2017,Outras Não Renováveis,0
Sergipe,2017,Outras Não Renováveis,0
Bahia,2017,Outras Não Renováveis,666
Minas Gerais,2017,Outras Não Renováveis,922
Espírito Santo,2017,Outras Não Renováveis,"1,845"
Rio de Janeiro,2017,Outras Não Renováveis,"4,566"
São Paulo,2017,Outras Não Renováveis,"1,438"
Paraná,2017,Outras Não Renováveis,202
Santa Catarina,2017,Outras Não Renováveis,0
Rio G. do Sul,2017,Outras Não Renováveis,574
Mato G. do Sul,2017,Outras Não Renováveis,0
Mato Grosso,2017,Outras Não Renováveis,0
Goiás,2017,Outras Não Renováveis,65
Distrito Federal,2017,Outras Não Renováveis,0
BRASIL,2017,Outras Não Renováveis,"10,709"
BRASIL,2016,Outras Não Renováveis,"10,709"
Rondônia,2016,Outras Não Renováveis,0
Acre,2016,Outras Não Renováveis,0
Amazonas,2016,Outras Não Renováveis,18
Roraima,2016,Outras Não Renováveis,0
Pará,2016,Outras Não Renováveis,80
Amapá,2016,Outras Não Renováveis,0
Tocantins,2016,Outras Não Renováveis,0
Maranhão,2016,Outras Não Renováveis,28
Piauí,2016,Outras Não Renováveis,0
Ceará,2016,Outras Não Renováveis,9
Rio G. do Norte,2016,Outras Não Renováveis,0
Paraíba,2016,Outras Não Renováveis,0
Pernambuco,2016,Outras Não Renováveis,60
Alagoas,2016,Outras Não Renováveis,0
Sergipe,2016,Outras Não Renováveis,0
Bahia,2016,Outras Não Renováveis,746
Minas Gerais,2016,Outras Não Renováveis,827
Espírito Santo,2016,Outras Não Renováveis,"2,127"
Rio de Janeiro,2016,Outras Não Renováveis,"4,598"
São Paulo,2016,Outras Não Renováveis,"1,384"
Paraná,2016,Outras Não Renováveis,195
Santa Catarina,2016,Outras Não Renováveis,0
Rio G. do Sul,2016,Outras Não Renováveis,571
Mato G. do Sul,2016,Outras Não Renováveis,0
Mato Grosso,2016,Outras Não Renováveis,0
Goiás,2016,Outras Não Renováveis,65
Distrito Federal,2016,Outras Não Renováveis,0
BRASIL,2016,Outras Não Renováveis,"10,890"
BRASIL,2015,Outras Não Renováveis,"10,890"
Rondônia,2015,Outras Não Renováveis,0
Acre,2015,Outras Não Renováveis,0
Amazonas,2015,Outras Não Renováveis,26
Roraima,2015,Outras Não Renováveis,0
Pará,2015,Outras Não Renováveis,89
Amapá,2015,Outras Não Renováveis,0
Tocantins,2015,Outras Não Renováveis,0
Maranhão,2015,Outras Não Renováveis,31
Piauí,2015,Outras Não Renováveis,0
Ceará,2015,Outras Não Renováveis,15
Rio G. do Norte,2015,Outras Não Renováveis,0
Paraíba,2015,Outras Não Renováveis,0
Pernambuco,2015,Outras Não Renováveis,1
Alagoas,2015,Outras Não Renováveis,0
Sergipe,2015,Outras Não Renováveis,0
Bahia,2015,Outras Não Renováveis,760
Minas Gerais,2015,Outras Não Renováveis,"1,608"
Espírito Santo,2015,Outras Não Renováveis,"1,786"
Rio de Janeiro,2015,Outras Não Renováveis,"3,849"
São Paulo,2015,Outras Não Renováveis,"1,664"
Paraná,2015,Outras Não Renováveis,277
Santa Catarina,2015,Outras Não Renováveis,0
Rio G. do Sul,2015,Outras Não Renováveis,707
Mato G. do Sul,2015,Outras Não Renováveis,12
Mato Grosso,2015,Outras Não Renováveis,0
Goiás,2015,Outras Não Renováveis,65
Distrito Federal,2015,Outras Não Renováveis,0
BRASIL,2015,Outras Não Renováveis,"10,781"
BRASIL,2014,Outras Não Renováveis,"10,781"
Rondônia,2014,Outras Não Renováveis,0
Acre,2014,Outras Não Renováveis,0
Amazonas,2014,Outras Não Renováveis,26
Roraima,2014,Outras Não Renováveis,0
Pará,2014,Outras Não Renováveis,89
Amapá,2014,Outras Não Renováveis,0
Tocantins,2014,Outras Não Renováveis,0
Maranhão,2014,Outras Não Renováveis,31
Piauí,2014,Outras Não Renováveis,0
Ceará,2014,Outras Não Renováveis,15
Rio G. do Norte,2014,Outras Não Renováveis,0
Paraíba,2014,Outras Não Renováveis,0
Pernambuco,2014,Outras Não Renováveis,0
Alagoas,2014,Outras Não Renováveis,0
Sergipe,2014,Outras Não Renováveis,0
Bahia,2014,Outras Não Renováveis,736
Minas Gerais,2014,Outras Não Renováveis,"1,680"
Espírito Santo,2014,Outras Não Renováveis,"1,408"
Rio de Janeiro,2014,Outras Não Renováveis,"3,864"
São Paulo,2014,Outras Não Renováveis,"1,921"
Paraná,2014,Outras Não Renováveis,294
Santa Catarina,2014,Outras Não Renováveis,0
Rio G. do Sul,2014,Outras Não Renováveis,640
Mato G. do Sul,2014,Outras Não Renováveis,12
Mato Grosso,2014,Outras Não Renováveis,0
Goiás,2014,Outras Não Renováveis,65
Distrito Federal,2014,Outras Não Renováveis,0
BRASIL,2014,Outras Não Renováveis,"10,350"
BRASIL,2013,Outras Não Renováveis,"10,350"
Rondônia,2013,Outras Não Renováveis,0
Acre,2013,Outras Não Renováveis,0
Amazonas,2013,Outras Não Renováveis,9
Roraima,2013,Outras Não Renováveis,0
Pará,2013,Outras Não Renováveis,70
Amapá,2013,Outras Não Renováveis,0
Tocantins,2013,Outras Não Renováveis,0
Maranhão,2013,Outras Não Renováveis,29
Piauí,2013,Outras Não Renováveis,0
Ceará,2013,Outras Não Renováveis,0
Rio G. do Norte,2013,Outras Não Renováveis,0
Paraíba,2013,Outras Não Renováveis,0
Pernambuco,2013,Outras Não Renováveis,0
Alagoas,2013,Outras Não Renováveis,0
Sergipe,2013,Outras Não Renováveis,0
Bahia,2013,Outras Não Renováveis,833
Minas Gerais,2013,Outras Não Renováveis,"1,446"
Espírito Santo,2013,Outras Não Renováveis,"1,015"
Rio de Janeiro,2013,Outras Não Renováveis,"3,480"
São Paulo,2013,Outras Não Renováveis,"2,263"
Paraná,2013,Outras Não Renováveis,373
Santa Catarina,2013,Outras Não Renováveis,0
Rio G. do Sul,2013,Outras Não Renováveis,769
Mato G. do Sul,2013,Outras Não Renováveis,6
Mato Grosso,2013,Outras Não Renováveis,0
Goiás,2013,Outras Não Renováveis,57
Distrito Federal,2013,Outras Não Renováveis,0
BRASIL,2013,Outras Não Renováveis,"8,320"
BRASIL,2012,Outras Não Renováveis,"8,320"
Rondônia,2012,Outras Não Renováveis,0
Acre,2012,Outras Não Renováveis,0
Amazonas,2012,Outras Não Renováveis,11
Roraima,2012,Outras Não Renováveis,0
Pará,2012,Outras Não Renováveis,50
Amapá,2012,Outras Não Renováveis,0
Tocantins,2012,Outras Não Renováveis,0
Maranhão,2012,Outras Não Renováveis,17
Piauí,2012,Outras Não Renováveis,0
Ceará,2012,Outras Não Renováveis,0
Rio G. do Norte,2012,Outras Não Renováveis,0
Paraíba,2012,Outras Não Renováveis,0
Pernambuco,2012,Outras Não Renováveis,0
Alagoas,2012,Outras Não Renováveis,0
